5.826001191227789968e+05,-7.323300025544184609e+04,2.117501531298199916e+04,7.950733937850716757e+04,-4.109147181895473623e+05,-6.693131750835795538e+04,-1.088431127962285245e+04,-6.624045623951793823e+04,-3.767886739059630600e+03,-5.465510622784576844e+04,-4.266552693229534634e+04,-3.756940577597187803e+04,-3.993524518803783576e+04,-1.533591602462235373e+06,-5.872997452945019904e+04,4.924236436823766562e+05,1.943353888959428878e+05
-7.323300025544186065e+04,1.151723691110522341e+05,-2.376035790966824425e+04,-2.176545062706878161e+04,1.382359465565229766e+04,5.039510859018188057e+03,9.533634278743832056e+02,3.820157547634411912e+03,3.910618875391209599e+02,-2.857033306171623281e+03,-5.221924341573752599e+02,3.251950824625151654e+03,8.625102885660346146e+03,-8.479821044367965078e+04,-4.437320468794304361e+03,-5.255429054917665053e+04,-4.926289993871391925e+04
2.117501531298200280e+04,-2.376035790966823697e+04,5.449825385072224890e+03,5.731709548040208574e+03,-6.350678591109419358e+03,-1.794953571412155497e+03,-3.262518603352765467e+02,-1.440511469021313133e+03,-1.261091276771027765e+02,4.482227845679180405e+02,-2.105412248549764058e+02,-1.199065344566155090e+03,-2.389260631412801104e+03,1.387697996908929963e+04,8.922828400127431223e+02,1.785183885163865853e+04,1.363952595208998173e+04
7.950733937850719667e+04,-2.176545062706877798e+04,5.731709548040214031e+03,1.341250399538557031e+04,-5.105061694792639173e+04,-9.151189758920279928e+03,-1.561320143764375871e+03,-8.958420083651966706e+03,-5.756628183220508390e+02,-3.820392612072446354e+03,-5.462864044528013437e+03,-5.949658896017313054e+03,-7.050854328216451904e+03,-1.039758533061415510e+05,-3.332531377807334593e+03,7.924813157937942015e+04,3.556644392814757884e+04
-4.109147181895472459e+05,1.382359465565229402e+04,-6.350678591109418448e+03,-5.105061694792636263e+04,3.067630876024330501e+05,4.853941471110322163e+04,7.866841817540752345e+03,4.894264034621415340e+04,2.727272064852338644e+03,4.210961182862006535e+04,3.261285884014851035e+04,2.721689903498788408e+04,2.737057661815449683e+04,1.183034866595039843e+06,4.605094017538972548e+04,-3.526260332456509350e+05,-1.296913475160325615e+05
-6.693131750835794082e+04,5.039510859018188967e+03,-1.794953571412156180e+03,-9.151189758920283566e+03,4.853941471110322163e+04,8.139710125865884947e+03,1.369042199298618925e+03,8.186551910688416683e+03,4.977588830988050290e+02,4.783106392713714740e+03,5.067809044490293672e+03,5.039383602022916421e+03,5.633452378828306792e+03,1.321883541855544318e+05,4.722549668447783915e+03,-6.627146758180476900e+04,-2.769733546731675597e+04
-1.088431127962285791e+04,9.533634278743833192e+02,-3.262518603352764330e+02,-1.561320143764375871e+03,7.866841817540751435e+03,1.369042199298620972e+03,2.377122580182077911e+02,1.389525715347234382e+03,9.040655956002298410e+01,5.297725749371818438e+02,7.716703845271930504e+02,9.034329677418934352e+02,1.122237655916563426e+03,1.429349734592769346e+04,4.605101209905678274e+02,-1.202585754791934596e+04,-5.643130448586080092e+03
-6.624045623951793823e+04,3.820157547634413277e+03,-1.440511469021314269e+03,-8.958420083651959430e+03,4.894264034621412429e+04,8.186551910688414864e+03,1.389525715347234382e+03,8.342970790639157713e+03,5.143624107967738155e+02,4.392650315877056528e+03,5.170184362509239691e+03,5.212583593458917676e+03,5.868526068143321027e+03,1.206882392999312433e+05,4.239142561468514941e+03,-6.837844943736505229e+04,-2.870067971958959242e+04
-3.767886739059633328e+03,3.910618875391210167e+02,-1.261091276771027907e+02,-5.756628183220506116e+02,2.727272064852336371e+03,4.977588830988051996e+02,9.040655956002299831e+01,5.143624107967737018e+02,3.671263509286227844e+01,7.628111546300708312e+01,2.139159896599200295e+02,3.446970767052740712e+02,5.219589827977551977e+02,1.876067990671649341e+03,3.917885385402873766e+01,-4.710065931878043557e+03,-2.704046434684201358e+03
-5.465510622784583393e+04,-2.857033306171626919e+03,4.482227845679179268e+02,-3.820392612072450902e+03,4.210961182862012356e+04,4.783106392713704736e+03,5.297725749371817301e+02,4.392650315877056528e+03,7.628111546300695522e+01,1.960279565088409800e+04,-1.537402633332440473e+03,7.681917540800117239e-01,-4.050164337001320725e-01,5.759566965073437896e+05,2.546813754657479149e+04,-1.830911669410422604e+01,7.386626707161676464e+00
-4.266552693229537545e+04,-5.221924341573769652e+02,-2.105412248549765764e+02,-5.462864044528013437e+03,3.261285884014853218e+04,5.067809044490292763e+03,7.716703845271931641e+02,5.170184362509238781e+03,2.139159896599201147e+02,-1.537402633332440473e+03,1.527295644594082478e+04,-8.878922124296605034e+01,1.814406806637310465e+00,-6.762628865207667695e+04,-3.494762200556263451e+03,2.492040386305635366e+03,-3.459980151153308725e+01
-3.756940577597192896e+04,3.251950824625151654e+03,-1.199065344566154636e+03,-5.949658896017307598e+03,2.721689903498788408e+04,5.039383602022910964e+03,9.034329677418930942e+02,5.212583593458917676e+03,3.446970767052738438e+02,7.681917540800157207e-01,-8.878922124296593665e+01,1.146999834468773770e+04,-4.901446553331998075e+02,3.634568398659896360e+01,-1.845381568913384399e+03,-1.352887165189457883e+05,1.921955308567312022e+04
-3.993524518803784304e+04,8.625102885660344327e+03,-2.389260631412801558e+03,-7.050854328216452814e+03,2.737057661815449683e+04,5.633452378828305882e+03,1.122237655916563654e+03,5.868526068143321027e+03,5.219589827977554251e+02,-4.050164337001318504e-01,1.814406806637311131e+00,-4.901446553332000349e+02,1.270977273873213926e+04,-1.591229352838540301e+01,1.617609287866141443e+01,-9.798323253917118564e+03,-7.893770844066265272e+04
-1.533591602462234441e+06,-8.479821044367970899e+04,1.387697996908928690e+04,-1.039758533061415219e+05,1.183034866595039610e+06,1.321883541855542571e+05,1.429349734592769528e+04,1.206882392999312142e+05,1.876067990671650023e+03,5.759566965073435567e+05,-6.762628865207670606e+04,3.634568398659893518e+01,-1.591229352838540478e+01,1.739655482779213786e+07,3.420191695654529613e+05,2.705811017667696797e+04,2.812462069446972237e+04
-5.872997452945028635e+04,-4.437320468794307089e+03,8.922828400127441455e+02,-3.332531377807341869e+03,4.605094017538982735e+04,4.722549668447775730e+03,4.605101209905683390e+02,4.239142561468504027e+03,3.917885385402886556e+01,2.546813754657478057e+04,-3.494762200556276184e+03,-1.845381568913383717e+03,1.617609287866138601e+01,3.541628700208425289e+05,5.157523683109980775e+05,1.104897154687656439e+04,2.224533883280456212e+04
4.924236436823767726e+05,-5.255429054917665053e+04,1.785183885163864761e+04,7.924813157937944925e+04,-3.526260332456512260e+05,-6.627146758180478355e+04,-1.202585754791934050e+04,-6.837844943736506684e+04,-4.710065931878043557e+03,-1.830911669410427933e+01,2.492040386305637185e+03,-1.352887165189456719e+05,-9.798323253917120383e+03,1.968849566420531482e+04,-8.464343420983776014e+03,2.202710841882664245e+06,-6.795353816759530455e+05
1.943353888959429460e+05,-4.926289993871394108e+04,1.363952595208997809e+04,3.556644392814759340e+04,-1.296913475160325761e+05,-2.769733546731675233e+04,-5.643130448586081911e+03,-2.870067971958959242e+04,-2.704046434684201813e+03,7.386626707161674688e+00,-3.459980151153304462e+01,1.921955308567310567e+04,-7.893770844066266727e+04,2.075500618199806559e+04,2.732023864944144407e+03,-6.795353816759529291e+05,1.167149891131742857e+06
3.144164902317360677e-01,4.938898262270391415e-02,6.732000000000000206e-01,9.660499999999999643e-01,8.312813930620481795e-01,-1.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000444e-01,0.000000000000000000e+00,1.489999999999999991e+00,1.689999999999999947e+00,1.909999999999999920e+00,1.790000000000000036e+00,-8.999999999999999320e-03,-3.500000000000000333e-02,-5.000000000000000104e-03,-7.000000000000000146e-03
